"","workclass","education","marital_status","occupation","race","sex","native_region","income","age","hours_per_week","investment_status"
"14312","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",33,50,"no_investment"
"14313","not_working","hs_grad","married","office","White","Male","north_america","<=50K",34,40,"no_investment"
"14314","not_working","associates","never_married","services","White","Male","north_america","<=50K",21,30,"no_investment"
"14315","not_working","bachelors","married","office","White","Male","north_america",">50K",31,45,"investor"
"14316","not_working","no_hs","married","labor","White","Male","north_america","<=50K",48,40,"no_investment"
"14317","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",22,20,"no_investment"
"14318","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",47,60,"no_investment"
"14319","not_working","bachelors","never_married","office","Asian-Pac-Islander","Female","asia_and_pacific","<=50K",27,40,"no_investment"
"14320","not_working","some_hs","never_married","services","White","Male","north_america","<=50K",18,25,"no_investment"
"14321","not_working","graduate_deg","married","office","White","Male","north_america",">50K",43,40,"no_investment"
"14322","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",36,20,"no_investment"
"14323","government_emp","hs_grad","not_married","labor","White","Male","north_america","<=50K",37,40,"no_investment"
"14324","not_working","associates","never_married","labor","White","Male","north_america","<=50K",24,20,"no_investment"
"14325","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",24,40,"no_investment"
"14326","not_working","bachelors","married","services","White","Male","north_america","<=50K",38,70,"investor"
"14327","not_working","bachelors","married","office","Black","Male","north_america",">50K",48,40,"no_investment"
"14328","not_working","no_hs","married","services","Black","Female","north_america","<=50K",75,16,"no_investment"
"14329","self_emp","bachelors","not_married","office","White","Male","north_america",">50K",43,70,"no_investment"
"14330","not_working","bachelors","not_married","office","White","Female","north_america","<=50K",64,50,"no_investment"
"14332","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",36,40,"no_investment"
"14333","not_working","hs_grad","married","office","White","Male","north_america","<=50K",53,40,"no_investment"
"14334","not_working","hs_grad","never_married","office","Black","Male","north_america","<=50K",22,20,"no_investment"
"14335","self_emp","hs_grad","never_married","services","White","Female","north_america","<=50K",73,36,"no_investment"
"14336","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",46,40,"no_investment"
"14337","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",45,40,"investor"
"14338","not_working","hs_grad","married","labor","White","Male","north_america",">50K",43,40,"no_investment"
"14339","not_working","hs_grad","never_married","office","Black","Male","north_america","<=50K",20,20,"no_investment"
"14340","government_emp","hs_grad","not_married","services","Asian-Pac-Islander","Male","north_america","<=50K",43,40,"no_investment"
"14341","not_working","some_hs","never_married","office","Black","Male","north_america","<=50K",21,48,"no_investment"
"14342","not_working","hs_grad","not_married","office","Black","Female","north_america","<=50K",40,25,"no_investment"
"14343","not_working","bachelors","married","office","White","Male","north_america",">50K",36,40,"no_investment"
"14344","private","bachelors","not_married","office","White","Male","north_america","<=50K",64,45,"no_investment"
"14346","not_working","hs_grad","married","office","White","Male","north_america",">50K",46,38,"investor"
"14347","government_emp","graduate_deg","not_married","office","White","Female","north_america",">50K",46,65,"no_investment"
"14348","government_emp","bachelors","never_married","office","White","Female","north_america","<=50K",41,70,"no_investment"
"14350","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",28,40,"no_investment"
"14351","not_working","hs_grad","married","office","White","Male","north_america","<=50K",23,45,"no_investment"
"14352","government_emp","bachelors","never_married","defense","White","Female","north_america",">50K",30,60,"no_investment"
"14353","not_working","bachelors","married","office","White","Female","south_america","<=50K",44,40,"no_investment"
"14354","not_working","hs_grad","married","labor","White","Male","north_america",">50K",27,45,"no_investment"
"14355","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",25,34,"no_investment"
"14356","not_working","some_hs","married","labor","White","Male","north_america","<=50K",29,40,"no_investment"
"14357","not_working","hs_grad","married","labor","White","Male","europe",">50K",54,40,"no_investment"
"14358","not_working","bachelors","never_married","labor","White","Male","north_america","<=50K",27,65,"no_investment"
"14359","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",34,35,"no_investment"
"14360","not_working","hs_grad","married","office","White","Male","north_america","<=50K",38,50,"no_investment"
"14362","not_working","graduate_deg","married","office","White","Female","north_america",">50K",56,40,"no_investment"
"14363","private","hs_grad","married","office","White","Male","north_america","<=50K",35,62,"no_investment"
"14365","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",23,40,"no_investment"
"14366","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",19,20,"no_investment"
"14367","not_working","graduate_deg","married","office","White","Male","north_america",">50K",42,35,"investor"
"14368","not_working","bachelors","married","office","White","Male","north_america",">50K",46,45,"investor"
"14369","private","hs_grad","not_married","office","Asian-Pac-Islander","Female","north_america","<=50K",48,84,"no_investment"
"14370","not_working","hs_grad","never_married","office","White","Male","south_america","<=50K",27,40,"no_investment"
"14372","private","hs_grad","married","office","White","Male","north_america",">50K",49,70,"no_investment"
"14373","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",23,20,"no_investment"
"14374","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",24,40,"no_investment"
"14375","not_working","hs_grad","never_married","labor","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",34,40,"no_investment"
"14376","government_emp","hs_grad","never_married","labor","White","Male","north_america","<=50K",25,40,"no_investment"
"14377","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",33,50,"no_investment"
"14378","not_working","associates","never_married","office","White","Female","north_america","<=50K",22,27,"no_investment"
"14379","government_emp","hs_grad","never_married","office","White","Female","north_america","<=50K",54,30,"no_investment"
"14380","private","graduate_deg","never_married","office","White","Female","north_america","<=50K",39,40,"no_investment"
"14381","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",25,40,"no_investment"
"14382","private","hs_grad","married","office","White","Male","north_america","<=50K",75,26,"no_investment"
"14383","self_emp","hs_grad","never_married","labor","Black","Male","north_america","<=50K",28,30,"no_investment"
"14384","not_working","bachelors","not_married","office","White","Female","north_america","<=50K",50,50,"no_investment"
"14385","self_emp","bachelors","married","labor","White","Male","north_america",">50K",62,55,"no_investment"
"14386","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",40,40,"no_investment"
"14387","government_emp","bachelors","never_married","office","White","Female","north_america","<=50K",58,37,"no_investment"
"14388","government_emp","associates","married","office","White","Female","north_america","<=50K",24,40,"no_investment"
"14389","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",21,30,"no_investment"
"14390","not_working","bachelors","married","office","White","Male","north_america",">50K",40,50,"investor"
"14391","not_working","associates","married","office","White","Male","north_america",">50K",45,42,"investor"
"14392","not_working","hs_grad","married","office","White","Male","north_america","<=50K",48,60,"no_investment"
"14393","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",34,70,"no_investment"
"14394","not_working","hs_grad","never_married","service","Other","Female","south_america","<=50K",23,40,"no_investment"
"14395","government_emp","graduate_deg","never_married","office","White","Female","north_america",">50K",43,50,"investor"
"14396","government_emp","hs_grad","never_married","labor","White","Male","north_america","<=50K",42,40,"no_investment"
"14397","self_emp","bachelors","married","office","White","Male","asia_and_pacific",">50K",39,50,"investor"
"14398","private","hs_grad","married","labor","White","Male","north_america","<=50K",52,60,"no_investment"
"14400","self_emp","bachelors","never_married","office","White","Female","north_america","<=50K",56,60,"no_investment"
"14401","government_emp","hs_grad","married","office","White","Female","north_america",">50K",48,40,"no_investment"
"14403","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",25,35,"no_investment"
"14404","not_working","bachelors","married","services","White","Male","north_america",">50K",40,40,"no_investment"
"14405","not_working","some_hs","never_married","labor","Black","Male","north_america","<=50K",34,45,"no_investment"
"14406","not_working","hs_grad","not_married","services","White","Male","north_america","<=50K",52,40,"no_investment"
"14407","not_working","bachelors","married","office","White","Male","north_america",">50K",41,42,"investor"
"14408","government_emp","hs_grad","never_married","services","White","Male","north_america","<=50K",36,40,"no_investment"
"14409","not_working","associates","never_married","labor","White","Male","north_america","<=50K",21,40,"investor"
"14410","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",28,40,"no_investment"
"14411","self_emp","bachelors","married","office","White","Male","north_america",">50K",31,60,"no_investment"
"14412","not_working","hs_grad","never_married","office","White","Male","europe","<=50K",20,9,"no_investment"
"14413","not_working","hs_grad","married","office","White","Male","europe",">50K",68,40,"no_investment"
"14414","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",35,40,"no_investment"
"14415","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",32,40,"no_investment"
"14416","not_working","graduate_deg","married","office","White","Male","north_america",">50K",64,50,"no_investment"
"14417","not_working","some_hs","never_married","services","White","Female","north_america","<=50K",17,23,"no_investment"
"14418","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",25,20,"no_investment"
"14420","not_working","associates","married","labor","White","Male","south_america","<=50K",31,40,"no_investment"
"14421","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",51,40,"investor"
"14422","not_working","hs_grad","married","office","White","Male","north_america","<=50K",67,10,"no_investment"
"14423","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",42,40,"investor"
"14424","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",29,40,"no_investment"
"14425","not_working","hs_grad","married","labor","Black","Male","north_america","<=50K",31,40,"no_investment"
"14426","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",21,37,"no_investment"
"14427","not_working","some_hs","married","labor","White","Male","north_america","<=50K",67,16,"no_investment"
"14428","self_emp","hs_grad","not_married","defense","White","Male","north_america",">50K",41,40,"no_investment"
"14429","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",27,36,"no_investment"
"14430","not_working","some_hs","not_married","labor","White","Male","north_america","<=50K",51,50,"no_investment"
"14432","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",28,46,"no_investment"
"14433","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",21,40,"no_investment"
"14434","not_working","associates","married","labor","White","Male","north_america",">50K",28,40,"no_investment"
"14435","not_working","hs_grad","married","services","White","Male","north_america","<=50K",29,35,"no_investment"
"14436","private","hs_grad","married","office","White","Male","north_america","<=50K",39,70,"no_investment"
"14437","not_working","bachelors","never_married","office","White","Male","south_america","<=50K",21,40,"no_investment"
"14438","not_working","associates","married","labor","White","Male","north_america","<=50K",43,40,"no_investment"
"14439","self_emp","hs_grad","never_married","labor","White","Male","north_america",">50K",44,40,"investor"
"14440","not_working","some_hs","married","labor","White","Male","north_america","<=50K",28,50,"no_investment"
"14441","not_working","some_hs","never_married","office","White","Male","north_america",">50K",31,43,"no_investment"
"14443","not_working","hs_grad","married","office","Amer-Indian-Eskimo","Female","north_america","<=50K",27,45,"no_investment"
"14444","self_emp","hs_grad","married","defense","White","Male","north_america","<=50K",34,40,"no_investment"
"14445","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",25,40,"no_investment"
"14446","not_working","bachelors","married","office","White","Male","europe","<=50K",34,40,"no_investment"
"14447","government_emp","hs_grad","married","labor","White","Male","north_america",">50K",43,40,"investor"
"14448","private","graduate_deg","married","labor","White","Male","north_america","<=50K",40,50,"no_investment"
"14449","not_working","hs_grad","never_married","services","Black","Female","north_america","<=50K",21,35,"no_investment"
"14450","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",25,25,"no_investment"
"14451","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",21,40,"no_investment"
"14452","self_emp","hs_grad","never_married","labor","White","Male","north_america","<=50K",19,30,"no_investment"
"14453","private","associates","married","labor","White","Male","north_america",">50K",49,40,"no_investment"
"14454","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",20,20,"no_investment"
"14455","not_working","some_hs","married","labor","White","Male","north_america","<=50K",36,47,"no_investment"
"14456","not_working","hs_grad","not_married","office","Black","Female","north_america","<=50K",32,40,"no_investment"
"14457","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",23,32,"no_investment"
"14458","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",21,10,"no_investment"
"14459","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",25,40,"no_investment"
"14460","not_working","no_hs","never_married","labor","White","Male","north_america","<=50K",26,40,"no_investment"
"14461","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",24,40,"no_investment"
"14462","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",22,20,"no_investment"
"14463","not_working","hs_grad","married","services","White","Female","south_america","<=50K",26,40,"no_investment"
"14464","not_working","some_hs","never_married","labor","White","Male","south_america","<=50K",22,40,"no_investment"
"14465","government_emp","bachelors","married","defense","White","Male","north_america",">50K",41,40,"no_investment"
"14466","not_working","hs_grad","married","office","White","Female","north_america","<=50K",18,40,"no_investment"
"14467","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",24,40,"no_investment"
"14468","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",38,48,"investor"
"14469","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",36,17,"no_investment"
"14470","government_emp","graduate_deg","not_married","office","White","Female","north_america","<=50K",45,55,"no_investment"
"14471","government_emp","hs_grad","married","office","White","Male","north_america",">50K",38,40,"no_investment"
"14472","not_working","hs_grad","married","labor","White","Male","north_america",">50K",38,50,"no_investment"
"14473","self_emp","hs_grad","never_married","labor","White","Male","north_america","<=50K",34,40,"no_investment"
"14474","government_emp","associates","never_married","office","Black","Male","north_america","<=50K",53,40,"no_investment"
"14475","not_working","associates","married","office","White","Female","north_america",">50K",32,40,"no_investment"
"14476","not_working","some_hs","never_married","office","Black","Female","north_america","<=50K",17,30,"no_investment"
"14477","self_emp","bachelors","married","office","White","Male","north_america",">50K",45,40,"investor"
"14478","government_emp","hs_grad","married","defense","White","Male","north_america","<=50K",31,48,"no_investment"
"14479","self_emp","graduate_deg","married","office","White","Male","north_america","<=50K",47,45,"no_investment"
"14480","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",27,50,"no_investment"
"14481","government_emp","hs_grad","married","office","White","Female","north_america","<=50K",61,30,"no_investment"
"14482","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",33,40,"no_investment"
"14483","not_working","hs_grad","not_married","labor","White","Female","north_america","<=50K",67,40,"no_investment"
"14484","not_working","bachelors","not_married","labor","White","Male","north_america","<=50K",38,40,"no_investment"
"14485","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",25,40,"no_investment"
"14486","government_emp","no_hs","never_married","services","Other","Female","south_america","<=50K",33,40,"no_investment"
"14487","not_working","hs_grad","married","office","White","Female","north_america","<=50K",27,40,"no_investment"
"14488","not_working","hs_grad","married","labor","White","Male","north_america",">50K",45,60,"no_investment"
"14489","not_working","bachelors","never_married","office","Asian-Pac-Islander","Female","asia_and_pacific","<=50K",24,40,"no_investment"
"14490","not_working","associates","never_married","office","White","Male","north_america","<=50K",23,40,"no_investment"
"14491","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",48,40,"no_investment"
"14492","government_emp","hs_grad","married","office","White","Male","north_america",">50K",61,40,"no_investment"
"14493","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",22,20,"no_investment"
"14494","not_working","associates","not_married","office","White","Female","north_america","<=50K",34,40,"no_investment"
"14495","not_working","hs_grad","married","labor","White","Male","north_america",">50K",32,40,"investor"
"14496","government_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",35,50,"no_investment"
"14497","not_working","some_hs","never_married","labor","White","Male","north_america","<=50K",36,40,"no_investment"
"14498","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",24,40,"no_investment"
"14499","not_working","some_hs","married","labor","White","Male","north_america","<=50K",60,40,"no_investment"
"14501","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",64,20,"no_investment"
"14502","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",22,35,"no_investment"
"14503","not_working","no_hs","never_married","service","White","Female","europe","<=50K",27,65,"no_investment"
"14504","self_emp","hs_grad","not_married","labor","White","Male","north_america","<=50K",36,60,"no_investment"
"14505","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",27,30,"no_investment"
"14506","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",52,40,"no_investment"
"14507","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",57,45,"no_investment"
"14508","not_working","hs_grad","never_married","office","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",23,24,"no_investment"
"14509","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",29,40,"no_investment"
"14510","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",34,80,"no_investment"
"14511","not_working","hs_grad","never_married","services","Black","Female","north_america","<=50K",38,30,"no_investment"
"14512","self_emp","hs_grad","married","labor","White","Male","north_america",">50K",50,84,"no_investment"
"14513","not_working","some_hs","married","labor","White","Male","north_america","<=50K",50,40,"no_investment"
"14514","self_emp","bachelors","married","office","White","Female","north_america",">50K",51,40,"no_investment"
"14515","private","some_hs","never_married","labor","White","Male","north_america","<=50K",17,40,"no_investment"
"14516","not_working","some_hs","married","services","White","Female","south_america","<=50K",25,40,"no_investment"
"14517","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",19,40,"no_investment"
"14518","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",43,40,"no_investment"
"14519","not_working","hs_grad","not_married","office","White","Male","north_america",">50K",59,60,"investor"
"14520","not_working","graduate_deg","never_married","office","White","Male","north_america","<=50K",39,40,"investor"
"14521","not_working","some_hs","never_married","labor","White","Male","south_america","<=50K",18,40,"no_investment"
"14522","not_working","graduate_deg","never_married","office","White","Female","north_america","<=50K",27,40,"no_investment"
"14523","not_working","associates","never_married","labor","White","Male","north_america","<=50K",39,60,"no_investment"
"14524","not_working","bachelors","married","office","White","Male","north_america",">50K",44,40,"no_investment"
"14525","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",19,35,"no_investment"
"14526","government_emp","hs_grad","never_married","services","White","Male","north_america","<=50K",32,40,"no_investment"
"14527","not_working","hs_grad","married","labor","White","Male","north_america",">50K",48,40,"no_investment"
"14528","not_working","associates","married","office","White","Male","north_america","<=50K",46,50,"no_investment"
"14529","not_working","some_hs","not_married","office","White","Female","north_america","<=50K",65,20,"no_investment"
"14530","private","bachelors","married","office","White","Male","north_america",">50K",57,45,"no_investment"
"14531","not_working","hs_grad","never_married","services","Black","Female","south_america","<=50K",48,32,"no_investment"
"14532","not_working","no_hs","married","services","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",46,40,"investor"
"14533","not_working","some_hs","married","services","White","Male","north_america","<=50K",27,40,"no_investment"
"14534","government_emp","hs_grad","married","defense","White","Male","north_america",">50K",29,40,"investor"
"14538","private","hs_grad","married","office","White","Male","north_america","<=50K",35,40,"investor"
"14539","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",29,70,"no_investment"
"14540","government_emp","hs_grad","married","defense","White","Male","north_america",">50K",30,40,"investor"
"14541","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",65,15,"no_investment"
"14543","government_emp","hs_grad","married","office","White","Male","north_america","<=50K",47,40,"no_investment"
"14544","not_working","hs_grad","not_married","labor","White","Male","asia_and_pacific","<=50K",41,40,"investor"
"14545","not_working","some_hs","never_married","labor","White","Female","north_america","<=50K",17,16,"no_investment"
"14546","government_emp","no_hs","married","services","White","Male","south_america","<=50K",38,40,"no_investment"
"14547","government_emp","graduate_deg","married","office","White","Male","north_america",">50K",38,40,"no_investment"
"14548","self_emp","hs_grad","never_married","office","White","Female","north_america","<=50K",39,4,"no_investment"
"14550","not_working","some_hs","married","labor","White","Male","north_america","<=50K",52,41,"no_investment"
"14551","self_emp","hs_grad","married","office","White","Male","north_america",">50K",46,58,"no_investment"
"14552","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",22,30,"no_investment"
"14553","not_working","graduate_deg","never_married","office","White","Male","north_america","<=50K",56,50,"no_investment"
"14554","self_emp","some_hs","not_married","office","Black","Female","north_america","<=50K",37,30,"no_investment"
"14555","not_working","bachelors","not_married","office","White","Male","north_america",">50K",59,55,"no_investment"
"14556","self_emp","some_hs","married","labor","White","Male","north_america","<=50K",19,55,"investor"
"14557","not_working","some_hs","never_married","labor","Other","Male","north_america","<=50K",31,45,"no_investment"
"14558","not_working","hs_grad","never_married","office","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",22,20,"no_investment"
"14559","self_emp","graduate_deg","never_married","office","White","Female","north_america",">50K",48,60,"no_investment"
"14560","private","bachelors","married","office","White","Male","north_america","<=50K",63,60,"no_investment"
"14561","not_working","hs_grad","married","office","White","Male","north_america",">50K",33,45,"investor"
"14562","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",53,10,"no_investment"
"14563","not_working","associates","married","labor","White","Male","north_america",">50K",38,40,"no_investment"
"14564","not_working","associates","married","office","White","Male","north_america","<=50K",39,24,"no_investment"
"14565","not_working","graduate_deg","married","office","White","Male","north_america","<=50K",59,50,"no_investment"
"14566","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",45,40,"no_investment"
"14567","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",39,45,"no_investment"
"14568","self_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",60,35,"no_investment"
"14569","not_working","bachelors","not_married","office","White","Female","north_america","<=50K",38,56,"no_investment"
"14570","not_working","hs_grad","not_married","office","White","Male","north_america","<=50K",31,40,"no_investment"
"14571","self_emp","bachelors","married","office","White","Male","north_america",">50K",61,50,"no_investment"
"14574","private","graduate_deg","married","office","White","Male","north_america",">50K",60,80,"investor"
"14576","not_working","hs_grad","not_married","office","White","Male","north_america","<=50K",32,60,"no_investment"
"14577","government_emp","bachelors","never_married","office","White","Female","north_america","<=50K",25,20,"no_investment"
"14578","government_emp","hs_grad","married","office","White","Male","north_america","<=50K",43,40,"no_investment"
"14580","not_working","graduate_deg","married","office","White","Male","north_america",">50K",55,55,"investor"
"14581","not_working","some_hs","not_married","labor","White","Female","north_america","<=50K",66,11,"no_investment"
"14582","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"14583","not_working","no_hs","married","labor","Asian-Pac-Islander","Male","north_america","<=50K",35,50,"no_investment"
"14584","private","graduate_deg","never_married","office","White","Male","north_america",">50K",58,40,"investor"
"14585","not_working","graduate_deg","married","office","White","Male","north_america",">50K",56,40,"no_investment"
"14586","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",22,16,"no_investment"
"14587","government_emp","bachelors","married","office","Black","Male","north_america",">50K",46,40,"no_investment"
"14588","not_working","hs_grad","married","services","White","Female","north_america","<=50K",33,35,"no_investment"
"14589","self_emp","graduate_deg","married","office","White","Male","north_america","<=50K",26,30,"no_investment"
"14590","self_emp","bachelors","married","labor","White","Male","north_america","<=50K",42,50,"no_investment"
"14591","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",45,40,"no_investment"
"14592","not_working","hs_grad","married","office","Other","Female","south_america","<=50K",43,6,"no_investment"
"14593","not_working","some_hs","never_married","office","White","Male","north_america","<=50K",19,20,"no_investment"
"14594","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",27,99,"no_investment"
"14595","not_working","hs_grad","married","office","White","Male","north_america",">50K",51,40,"investor"
"14596","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",42,40,"no_investment"
"14597","self_emp","hs_grad","married","office","White","Male","south_america",">50K",43,50,"investor"
"14598","not_working","bachelors","married","office","White","Male","north_america",">50K",38,45,"no_investment"
"14599","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",44,40,"no_investment"
"14600","not_working","hs_grad","married","labor","White","Male","north_america",">50K",36,64,"no_investment"
"14601","not_working","hs_grad","married","services","Asian-Pac-Islander","Female","asia_and_pacific","<=50K",37,60,"no_investment"
"14602","not_working","bachelors","never_married","office","White","Male","north_america",">50K",29,50,"no_investment"
"14604","self_emp","bachelors","married","office","White","Male","europe","<=50K",42,45,"no_investment"
"14605","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",80,20,"no_investment"
"14606","not_working","some_hs","married","labor","White","Male","north_america","<=50K",61,40,"no_investment"
"14607","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",55,52,"investor"
"14608","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",20,25,"no_investment"
"14609","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",23,40,"no_investment"
"14610","government_emp","hs_grad","married","labor","White","Male","north_america",">50K",48,40,"no_investment"
"14611","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",24,50,"no_investment"
"14612","self_emp","hs_grad","married","labor","Black","Male","north_america","<=50K",71,40,"no_investment"
"14613","not_working","some_hs","married","services","White","Female","north_america","<=50K",49,6,"no_investment"
"14614","government_emp","hs_grad","never_married","defense","White","Male","north_america","<=50K",39,50,"no_investment"
"14615","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",22,25,"no_investment"
"14616","government_emp","bachelors","not_married","office","White","Female","north_america","<=50K",67,40,"no_investment"
"14617","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",18,25,"no_investment"
"14618","not_working","bachelors","married","office","White","Male","north_america",">50K",38,54,"investor"
"14620","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",50,40,"no_investment"
"14621","self_emp","associates","married","labor","White","Female","north_america","<=50K",56,40,"no_investment"
"14622","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",23,20,"no_investment"
"14623","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",26,40,"no_investment"
"14624","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",32,40,"no_investment"
"14625","not_working","bachelors","never_married","office","White","Male","north_america",">50K",44,40,"investor"
"14626","not_working","hs_grad","married","labor","White","Female","south_america","<=50K",27,40,"no_investment"
"14627","government_emp","hs_grad","married","defense","White","Male","north_america",">50K",40,40,"investor"
"14628","not_working","associates","married","services","White","Male","north_america","<=50K",43,60,"no_investment"
"14629","self_emp","hs_grad","married","labor","White","Male","north_america",">50K",31,35,"no_investment"
"14630","not_working","hs_grad","married","labor","White","Male","north_america",">50K",57,40,"no_investment"
"14631","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",25,35,"no_investment"
"14632","not_working","associates","never_married","services","Black","Female","north_america","<=50K",22,36,"no_investment"
"14633","government_emp","associates","never_married","office","White","Female","north_america","<=50K",20,35,"no_investment"
"14634","not_working","hs_grad","married","office","White","Female","north_america","<=50K",27,40,"investor"
"14635","not_working","hs_grad","not_married","office","White","Female","south_america","<=50K",39,40,"no_investment"
"14636","self_emp","graduate_deg","never_married","office","White","Male","north_america","<=50K",27,40,"no_investment"
"14637","government_emp","hs_grad","not_married","labor","White","Male","north_america","<=50K",41,40,"no_investment"
"14638","government_emp","bachelors","never_married","office","White","Male","north_america","<=50K",31,45,"no_investment"
"14639","not_working","associates","married","office","White","Male","north_america","<=50K",41,20,"no_investment"
"14640","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",25,40,"no_investment"
"14641","self_emp","associates","never_married","office","Black","Male","north_america",">50K",29,40,"no_investment"
"14642","not_working","hs_grad","married","services","White","Male","north_america","<=50K",22,50,"no_investment"
"14643","not_working","no_hs","married","defense","White","Male","north_america","<=50K",62,91,"no_investment"
"14644","government_emp","hs_grad","not_married","office","Other","Female","north_america","<=50K",29,40,"no_investment"
"14645","not_working","hs_grad","married","office","White","Female","north_america",">50K",44,70,"no_investment"
"14646","not_working","bachelors","married","office","White","Female","north_america","<=50K",32,2,"no_investment"
"14648","not_working","associates","never_married","labor","White","Female","north_america","<=50K",20,40,"no_investment"
"14649","self_emp","hs_grad","married","labor","Black","Male","north_america",">50K",65,40,"no_investment"
"14650","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",24,36,"no_investment"
